Original Sentence,Tokenized Sentence,POS Tags
"अमेरिका, चीन, रशियासारखे बडे देश स्वहित जपण्यासाठी दहशतवादविरोधी भूमिकेत तडजोडी करताना दिसतात.","अमेरिका , चीन , रशियासारखे बडे देश स्वहित जपण्यासाठी दहशतवादविरोधी भूमिकेत तडजोडी करताना दिसतात .",NNP PUNCT NNP PUNCT ADJ ADJ NN NN RP ADJ NN NN VG VB PUNCT
"हा पूर्वानुभव लक्षात घेता, भारताला दहशतवादाच्या विरोधातील लढाई स्वबळावरच लढावी लागेल.","हा  पूर्वानुभव लक्षात घेता , भारताला दहशतवादाच्या विरोधातील लढाई स्वबळावरच लढावी लागेल .",DEM NN ADV VBN PUNCT NN NN ADJ NN ADV VB AUX PUNCT
"अमेरिका, युरोपियन संघ किंवा संयुक्त राष्ट्रांच्या घोषणांवर विश्वास ठेवून आपण सुरक्षित झाल्याचे मानणे धोकादायक आहे.","अमेरिका , युरोपियन संघ किंवा संयुक्त राष्ट्रांच्या घोषणांवर विश्वास ठेवून आपण सुरक्षित झाल्याचे मानणे धोकादायक आहे .",NNP PUNCT ADJ NN CC ADJ NN NN NN VBG PRP ADJ PRP NN ADJ AUX PUNCT
"अमेरिकेने अफगाणिस्तान, इराक, लिबिया, सीरिया इत्यादी देशांमध्ये स्वार्थासाठी वेळोवेळी हस्तक्षेप केला.","अमेरिकेने अफगाणिस्तान , इराक , लिबिया , सीरिया इत्यादी देशांमध्ये स्वार्थासाठी वेळोवेळी हस्तक्षेप केला .",NN NN PUNCT NN PUNCT NN PUNCT NN ADJ NN NN ADV NN VB PUNCT
"त्याचे भीषण परिणाम तर त्या देशांतील जनतेला भोगावे लागलेच; पण त्यामुळे जगभर दहशतवादाचा आगडोंबही उसळला, ही वस्तुस्थिती आहे.","त्याचे भीषण परिणाम तर त्या देशांतील जनतेला भोगावे लागलेच ; पण त्यामुळे जगभर दहशतवादाचा आगडोंबही उसळला , ही वस्तुस्थिती आहे .",PRP ADJ NN CC DEM ADJ NN VB VB PUNCT CC PRP ADV NN NN VB PUNCT DEM NN AUX PUNCT
त्यामुळे अमेरिका इतर कोणत्याही देशाची हितचिंतक असल्याचे म्हणताच येत नाही.,त्यामुळे अमेरिका इतर कोणत्याही देशाची हितचिंतक असल्याचे म्हणताच येत नाही .,CC NNP JJ DEM NN NN VBG ADV AUX NEG PUNCT
आता तर युरोपातील देशांनाही तसा अनुभव येऊ लागला आहे.,आता तर युरोपातील देशांनाही तसा अनुभव येऊ लागला आहे .,ADV CONJ ADJ NN DEM NN VB VB AUX PUNCT
"त्या देशाला स्वत:च्या स्वार्थापलीकडे काहीही दिसत नाही, हे वारंवार सिद्ध झाले आहे.","त्या देशाला स्वतःच्या स्वार्थापलीकडे काहीही दिसत नाही , हे वारंवार सिद्ध झाले आहे .",DEM NN PRP NN PRON VB NEG PUNCT DEM ADV VB VB AUX PUNCT
"त्याची आर्थिक ताकद, आण्विक क्षमता, प्रादेशिक शक्ती यातून आंतरराष्ट्रीय नीतीधैर्य उंचावले पाहिजे.","त्याची आर्थिक ताकद , आण्विक क्षमता , प्रादेशिक शक्ती यातून आंतरराष्ट्रीय नीतीधैर्य उंचावले पाहिजे .",PRON ADJ NN PUNCT ADJ NN PUNCT ADJ NN POST ADJ NN VB AUX PUNCT
महत्त्वाच्या मित्रांपासून बाजूला न पडता किंवा धोरणात्मक स्वायत्तता न गमावता हे घडले पाहिजे.,महत्त्वाच्या मित्रांपासून बाजूला न पडता किंवा धोरणात्मक स्वायत्तता न गमावता हे घडले पाहिजे .,ADJ NN ADV NEG VBI CONJ ADJ NN NEG VBI DEM VB AUX PUNCT
या कठीण काळात आपण आपल्या मोठ्या नेत्यांना पाचारण करून भारतीय लोकशाहीत चैतन्य निर्माण केले पाहिजे.,या कठीण काळात आपण आपल्या मोठ्या नेत्यांना पाचारण करून भारतीय लोकशाहीत चैतन्य निर्माण केले पाहिजे .,DEM ADJ NN PRP PRP ADJ NN VB CC ADJ NN NN VB VB AUX PUNCT
सध्याच्या भग्न आणि भयाकुल कालखंडात आशेचे किरण ठरण्यासाठी सत्तापिपासू वृत्तीच्या पलीकडे जाऊन सर्वांना बरोबर घेणारे राजकारण केले पाहिजे.,सध्याच्या भग्न आणि भयाकुल कालखंडात आशेचे किरण ठरण्यासाठी सत्तापिपासू वृत्तीच्या पलीकडे जाऊन सर्वांना बरोबर घेणारे राजकारण केले पाहिजे .,ADJ ADJ CC ADJ NN NN NN INF ADJ NN ADV VBN PRP ADV ADJ NN VBN VM PUNCT
सध्या देशांतर्गत आणि बाहेरील आव्हाने सलोख्याला धोका उत्पन्न करत आहेत.,सध्या देशांतर्गत आणि बाहेरील आव्हाने सलोख्याला धोका उत्पन्न करत आहेत .,ADV ADJ CONJ ADJ NN NN NN VB VAUX VAUX PUNCT
सत्तेच्या  लंबकाचे हेलकावे सामाजिक समतोलाची परीक्षा पाहत आहेत.,सत्तेच्या लंबकाचे हेलकावे सामाजिक समतोलाची परीक्षा पाहत आहेत .,NN NN NN JJ NN NN VB VB PUNCT
"अशा वेळी आपल्याला बलवान, संवेदनशील, समजूतदार, निर्णायक अशा नेतृत्वाची गरज आहे.","अशा वेळी आपल्याला बलवान , संवेदनशील , समजूतदार , निर्णायक अशा नेतृत्वाची गरज आहे .",DEM NN PRP ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ DEM NN NN AUX PUNCT
जे नेतृत्व महत्त्वाच्या प्रश्नांवर लोकशाही मार्गांनी मतैक्य घडवून आणू शकेल.,जे नेतृत्व महत्त्वाच्या प्रश्नांवर लोकशाही मार्गांनी मतैक्य घडवून आणू शकेल .,PRON NN ADJ NN ADJ ADV NN VB VB VB PUNCT
अन्याय आणि धुमसत्या संघर्षांपासून बोध घेऊन आपण बदल घडवून आणणाऱ्यांच्या बाजूने उभे राहिले पाहिजे.,अन्याय आणि धुमसत्या संघर्षांपासून बोध घेऊन आपण बदल घडवून आणणाऱ्यांच्या बाजूने उभे राहिले पाहिजे .,NN CC ADJ NN NN VBG PRP NN VRB NN ADV ADJ VRB AUX PUNCT
"'ट्रम्प यांनी २४ वेळा. . . ', ऑपरेशन सिंदूरबाबत खरगेंच्या विधानावर जेपी नड्डा संतापले, म्हणाले.","' ट्रम्प यांनी 24 वेळा . . . ' , ऑपरेशन सिंदूरबाबत खरगेंच्या विधानावर जेपी नड्डा संतापले , म्हणाले .",PUNCT NNP POST NUM NN PUNCT PUNCT PUNCT PUNCT PUNCT NN POST NNP POST NNP NNP VB PUNCT VB PUNCT
आजपासूनसंसदेचेपावसाळी अधिवेशन सुरू झाले आहे.,आजपासून संसदेचे पावसाळी अधिवेशन सुरू झाले आहे .,ADV NN ADJ NN VRB VRB AUX PUNCT
"पहिल्याच दिवशी पहलगाम हल्ला आणिऑपरेशन सिंदूरवरुनसंसदेतविरोधकांनी गोंधळ घातला, त्यामुळे सभागृहांचे कामकाज दुपारी १२ वाजेपर्यंत तहकूब करण्यात आले होते.","पहिल्याच दिवशी पहलगाम हल्ला आणि ऑपरेशन सिंदूरवरुन संसदेत विरोधकांनी गोंधळ घातला , त्यामुळे सभागृहांचे कामकाज दुपारी १२ वाजेपर्यंत तहकूब करण्यात आले होते .",ADJ NN NNP NN CC NN NN NN NN NN VB PUNCT CC NN NN ADV NUM ADV VB VB VB AUX PUNCT
"राज्यसभेतील विरोधी पक्षनेते मल्लिकार्जुन खरगे म्हणाले की, जेव्हा देशावर दहशतवाद्यांनी हल्ला केला, तेव्हा संपूर्ण विरोधी पक्ष सरकारच्या पाठीशी उभा होता.","राज्यसभेतील विरोधी पक्षनेते मल्लिकार्जुन खरगे म्हणाले की , जेव्हा देशावर दहशतवाद्यांनी हल्ला केला , तेव्हा संपूर्ण विरोधी पक्ष सरकारच्या पाठीशी उभा होता .",NN ADJ NN NNP NNP VRB CC PUNCT CC NN NN NN VRB PUNCT CC ADJ ADJ NN NN ADV ADJ VRB PUNCT
आपल्या लोकांना मारुन पळून गेलेले दहशतवादी अजूनही फरार आहेत.,आपल्या लोकांना मारुन पळून गेलेले दहशतवादी अजूनही फरार आहेत .,PRP NN VBN VBN JJ NN ADV JJ V PUNCT
मल्लिकार्जुन खरगे नेमकं काय म्हणाले?,मल्लिकार्जुन खरगे नेमकं काय म्हणाले ?,NNP NNP ADV PRON VB PUNCT
जागतिक संघर्ष चिघळत चाललेले असताना लोकशाही जगतात राजकीय नेतृत्वाचा प्रश्न कळीचा होऊन बसला आहे.,जागतिक संघर्ष चिघळत चाललेले असताना लोकशाही जगात राजकीय नेतृत्वाचा प्रश्न कळीचा होऊन बसला आहे .,ADJ NN VRB VRB CC NN NN ADJ NN NN ADJ VRB VRB VRB PUNCT
जगाच्या विविध भागात उत्पन्न झालेला वैरभाव जागतिक नेतृत्वाचे अपयशच दर्शवितो.,जगाच्या विविध भागात उत्पन्न झालेला वैरभाव जागतिक नेतृत्वाचे अपयशच दर्शवितो .,NN JJ NN VB VM NN JJ NN NN VB PUNCT
"नैतिक मूल्यांच्या बाजूने उभे राहण्यात जागतिक नेत्यांनी दाखवलेली बेफिकिरी,  दादागिरी करणाऱ्या शक्तींपुढे गुडघे टेकणे हे सगळेच फार क्लेशदायक आहे.","नैतिक मूल्यांच्या बाजूने उभे राहण्यात जागतिक नेत्यांनी दाखवलेली बेफिकिरी , दादागिरी करणार्‍या शक्तींपुढे गुडघे टेकणे हे सगळेच फार क्लेशदायक आहे .",ADJ NN ADV ADJ NN ADJ NN ADJ NN PUNCT NN ADJ NN NN NN PRP PRON ADV ADJ AUX PUNCT
मानवतेचा गळा घोटणाऱ्या  सत्ताउन्मादातून सुरू झालेली युद्धे चिघळत चालली आहेत.,मानवतेचा गळा घोटणाऱ्या सत्ताउन्मादातून सुरू झालेली युद्धे चिघळत चालली आहेत .,NN NN JJ NN VBI JJ NN VBI VBI VM PUNCT
"सत्तेपेक्षा मूल्यभान महत्त्वाचे आहे, हे नेत्यांच्या मनावर बिंबवणे कधी नव्हते इतके महत्त्वाचे झाले आहे.","सत्तेपेक्षा मूल्यभान महत्त्वाचे आहे , हे नेत्यांच्या मनावर बिंबवणे कधी नव्हते इतके महत्त्वाचे झाले आहे .",NN NN ADJ AUX PUNCT PRP NN ADV NN ADV AUX ADV ADJ AUX AUX PUNCT
"विविध देशांमधील संघर्षाने जगाला धोक्याच्या काठावर उभे केले असून, धुरिणांच्या बौद्धिक आणि नैतिक दारिद्र्यामुळे लोकशाही देश प्रेरणादायी नेतृत्व निर्माण करण्यात अपयशी ठरले आहेत.","विविध देशांमधील संघर्षाने जगाला धोक्याच्या काठावर उभे केले असून , धुरिणांच्या बौद्धिक आणि नैतिक दारिद्र्यामुळे लोकशाही देश प्रेरणादायी नेतृत्व निर्माण करण्यात अपयशी ठरले आहेत .",ADJ ADJ NN NN ADJ NN ADJP VBF CC PUNCT NN ADJ CC ADJ NN ADJ NN ADJ NN NN VRB ADJ VBF AUX PUNCT
शीर्षस्थानी असलेली संयुक्त राष्ट्रांची आंतरराष्ट्रीय व्यवस्था कोलमडून पडली आहे.,शीर्षस्थानी असलेली संयुक्त राष्ट्रांची आंतरराष्ट्रीय व्यवस्था कोलमडून पडली आहे .,ADV VRB ADJ NN ADJ NN VRB VRB AUX PUNCT
देशादेशांतील संबंध नीट राखण्यात आंतरराष्ट्रीय कायदे निरुपयोगी ठरतात हे पुन्हा एकदा दिसले.,देशादेशांतील संबंध नीट राखण्यात आंतरराष्ट्रीय कायदे निरुपयोगी ठरतात हे पुन्हा एकदा दिसले .,NN NN ADV VB ADJ NN ADJ VB DEM ADV ADV VB PUNCT
इराक व युक्रेनच्या काही भागांवर झालेली बेकायदा आक्रमणे केवळ इतिहासातील तळटीपा होऊन बसल्या आहेत.,इराक व युक्रेनच्या काही भागांवर झालेली बेकायदा आक्रमणे केवळ इतिहासातील तळटीपा होऊन बसल्या आहेत .,NN CC NN QF NN JJ JJ NN ADV NN NN VBN VBI AUX PUNCT
जागतिक मतैक्याचा विचार करणाऱ्या नेतृत्वाची आज जगाला गरज आहे.,जागतिक मतैक्याचा विचार करणार्‍या नेतृत्वाची आज जगाला गरज आहे .,ADJ NN NN ADJ NN ADV NN NN AUX PUNCT
"जर विरोधकांना सकारात्मक भावनेने चर्चा करायची असेल, तर सरकार प्रत्येक विषयावर पूर्ण संयम आणि गांभीर्याने चर्चा करण्यास तयार आहे, असे त्यांनी स्पष्ट केले.","जर विरोधकांना सकारात्मक भावनेने चर्चा करायची असेल , तर सरकार प्रत्येक विषयावर पूर्ण संयम आणि गांभीर्याने चर्चा करण्यास तयार आहे , असे त्यांनी स्पष्ट केले .",CC NN JJ ADV NN VB AUX PUNCT CC NN DET NN JJ NN CC ADV NN VB JJ AUX PUNCT DEM PRP JJ VB PUNCT
"""अजून मारा पण कृषिमंत्र्यांचा राजीनामा घ्या""; मारहाणीनंतर विजयकुमार घाडगे संतप्त; म्हणाले, 'तटकरेंना एक शब्द वाकडा बोललो असेल तर. . . '","""अजून मारा पण कृषिमंत्र्यांचा राजीनामा घ्या"" ; मारहाणीनंतर विजयकुमार घाडगे संतप्त ; म्हणाले , ' तटकरेंना एक शब्द वाकडा बोललो असेल तर . . . '",ADV VB CONJ NN NN VB PUNCT NN NNP NNP ADJ PUNCT VB PUNCT PUNCT NNP NUM NN ADJ VB AUX CONJ PUNCT PUNCT PUNCT PUNCT
राष्ट्रवादी काँग्रेसचे प्रदेशाध्यक्ष सुनिल तटकरे यांच्या पत्रकार परिषदेत पत्ते फेकल्यामुळे अखिल भारतीय छावा संघटनेचे प्रदेशाध्यक्ष विजयकुमार घाडगे यांना राष्ट्रावादीचे युवा प्रदेशाध्यक्ष सूरज चव्हाण आणि कार्यकर्त्यांकडून बेदम मारहाण झाली.,राष्ट्रवादी काँग्रेसचे प्रदेशाध्यक्ष सुनिल तटकरे यांच्या पत्रकार परिषदेत पत्ते फेकल्यामुळे अखिल भारतीय छावा संघटनेचे प्रदेशाध्यक्ष विजयकुमार घाडगे यांना राष्ट्रावादीचे युवा प्रदेशाध्यक्ष सूरज चव्हाण आणि कार्यकर्त्यांकडून बेदम मारहाण झाली .,NN NN NN NNP NNP GEN NN NN NN VG JJ JJ NN NN NN NNP NNP DAT NN JJ NN NNP NNP CC PP ADV NN VG PUNCT
या मारहाणीचा व्हिडीओ व्हायरल झाल्यानंतर राज्यभरातून रोष व्यक्त करण्यात येत आहे.,या मारहाणीचा व्हिडीओ व्हायरल झाल्यानंतर राज्यभरातून रोष व्यक्त करण्यात येत आहे .,DEM NN NN ADJ VBN NN NN VB VBG VAUX VAUX PUNCT
त्यामुळे उपमुख्यमंत्रीअजित पवारयांनी सूरज चव्हाण यांना राजीनामा देण्याची सूचना केलीय.,त्यामुळे उपमुख्यमंत्री अजित पवार यांनी सूरज चव्हाण यांना राजीनामा देण्याची सूचना केलीय .,CC NN NNP NNP PRP NNP NNP PRP NN VB NN VB PUNCT
दुसरीकडे मारहाण झालेल्या विजयकुमार घाडगे यांनी आम्हाला आणखी मारा पण कृषीमंत्रीमाणिकराव कोकाटेंवरकारवाई करा अशी मागणी केली आहे.,दुसरीकडे मारहाण झालेल्या विजयकुमार घाडगे यांनी आम्हाला आणखी मारा पण कृषीमंत्री माणिकराव कोकाटेंवर कारवाई करा अशी मागणी केली आहे .,ADV NN VBN NNP NNP PRP PRP ADV VB CC NN NNP NNP NN VB DEM NN VBD AUX PUNCT
राष्ट्रवादी काँग्रेसचे नेते आणि कृषी मंत्रीमाणिकराव कोकाटेयांचा विधानपरिषदेत मोबाईलवर रम्मी खेळतानाचा व्हिडिओ समोर आल्यानंतर अखिल भारतीय छावा संघटनेने त्यांच्या राजीनाम्याची मागणी केली होती.,राष्ट्रवादी काँग्रेसचे नेते आणि कृषी मंत्रीमाणिकराव कोकाटेयांचा विधानपरिषदेत मोबाईलवर रम्मी खेळतानाचा व्हिडिओ समोर आल्यानंतर अखिल भारतीय छावा संघटनेने त्यांच्या राजीनाम्याची मागणी केली होती .,NNP NN NN CC JJ NN NN NN NN NN JJ NN ADV VBG JJ JJ NN NN PRP NN NN VM VM PUNCT
मात्रसुनील तटकरेयांना निवदेन दिल्यानंतर छावा संघटनेच्या कार्यकर्त्यांना मारहाण झाली.,मात्र सुनील तटकरेयांना निवदेन दिल्यानंतर छावा संघटनेच्या कार्यकर्त्यांना मारहाण झाली ., অব্যয় NNP NNP NN postP NN NN NN NN VB PUNCT
या मारहाणीनंतर सूरज चव्हाण यांना राजीनामा द्यायला सांगितला आहे.,या मारहाणीनंतर सुरज चव्हाण यांना राजीनामा द्यायला सांगितला आहे .,DEM NN NNP NNP PRP NN VB VB AUX PUNCT
"मात्र सूरज चव्हाणच्या राजीनाम्याने आम्ही समाधानी नाही आहोत, कारण आमची मुख्य मागणी कृषीमंत्र्यांना बडतर्फ करण्याची होती, असं विजयकुमार घाडगे यांनी एबीपी माझासोबत बोलताना म्हटलं.","मात्र सुरज चव्हाणच्या राजीनाम्याने आम्ही समाधानी नाही आहोत , कारण आमची मुख्य मागणी कृषीमंत्र्यांना बडतर्फ करण्याची होती , असं विजयकुमार घाडगे यांनी एबीपी माझासोबत बोलताना म्हटलं .",CC NNP NNP NN PRP ADJ NEG AUX PUNCT CC PRP ADJ NN NN VB VRB AUX PUNCT DEM NNP NNP POST NNP NNP VRB VB PUNCT
त्यामुळे आता कृषीमंत्र्यांच्या राजीनाम्यासाठी आंदोलनाला सुरुवात झाल्याचेही घाडगे म्हणाले.,त्यामुळे आता कृषीमंत्र्यांच्या राजीनाम्यासाठी आंदोलनाला सुरुवात झाल्याचेही घाडगे म्हणाले .,CC ADV NN NN NN NN VB NNP VB PUNCT
"""सुरज चव्हाणच्या राजीनाम्याचा काय संबंध?",सुरज चव्हाणच्या राजीनाम्याचा काय संबंध ?,NNP NNP NN PRQ NN PUNCT
त्यांच्या राजीनाम्याची आमची मागणीच नव्हती.,त्यांच्या राजीनाम्याची आमची मागणीच नव्हती .,PRP NN PRP NN AUX PUNCT
त्यांनी राजीनामा दिला आणि आम्ही समाधानी होऊ असं कोणतं पद आहे त्यांच्याकडे.,त्यांनी राजीनामा दिला आणि आम्ही समाधानी होऊ असं कोणतं पद आहे त्यांच्याकडे .,PRP NN VM CC PRP ADJ VM ADV QW NN VM PRP PUNCT
राज्याच्या कृषिमंत्र्यांनी राजीनामा दिला पाहिजे अशी आमची मागणी होती.,राज्याच्या कृषिमंत्र्यांनी राजीनामा दिला पाहिजे अशी आमची मागणी होती .,NN NN NN VB VM CC PRP NN VB PUNCT
त्या कृषिमंत्र्यांना तुम्ही बडतर्फ करा.,त्या कृषिमंत्र्यांना तुम्ही बडतर्फ करा .,DEM NN PRP ADV VB PUNCT
"शुभांशू शुक्लांच्या अनुभवातून गगनयानला बळ, स्वदेशी मोहिमेची तयारी","शुभांशू शुक्लांच्या अनुभवातून गगनयानला बळ , स्वदेशी मोहिमेची तयारी",NNP NNP NN NN NN PUNCT JJ NN NN
"चारूदत्त पुल्लिवारखगोलतज्ज्ञ, रमन विज्ञान केंद्र व तारामंडळ","चारूदत्त पुल्लिवारखगोलतज्ज्ञ , रमन विज्ञान केंद्र व तारामंडळ",NNP NNP PUNCT NNP NN NN CC NN
मुद्द्याची गोष्ट : २० दिवसांचा अंतराळ प्रवास करून भारतीय अंतराळवीर शुभांशू शुक्ला हे १५ जुलै रोजी पृथ्वीवर परतले.,मुद्द्याची गोष्ट : २० दिवसांचा अंतराळ प्रवास करून भारतीय अंतराळवीर शुभांशू शुक्ला हे १५ जुलै रोजी पृथ्वीवर परतले .,ADJ NN PUNCT NUM NN NN NN VBN ADJ NN NNP NNP PRP NUM NN POST NN VB PUNCT
येत्या २०२७ साली भारतासाठी अत्यंत महत्त्वाकांक्षी गगनयान या मानवयुक्त मोहिमेची तयारी सुरू आहे.,येत्या २०२७ साली भारतासाठी अत्यंत महत्त्वाकांक्षी गगनयान या मानवयुक्त मोहिमेची तयारी सुरू आहे .,ADJ NUM NN NN ADV ADJ NN DEM ADJ NN NN ADJ AUX PUNCT
शुभांशू यांचा हा प्रेरणादायी प्रवास आणि अनुभव या महिमेची लिटमस टेस्टच होय.,शुभांशू यांचा हा प्रेरणादायी प्रवास आणि अनुभव या महिमेची लिटमस टेस्टच होय .,NNP GEN DEM ADJ NN CC NN DEM NN NN NN AUX PUNCT
अॅक्सिओम४ मिशनअंतर्गत स्पेसएक्स व अमेरिकन अंतराळ संशोधन संस्था नासा यांच्या सहकार्याने २५ जून २०२५ रोजी भारतीय वायुदलाचे ग्रुप कॅप्टन शुभांशू शुक्ला हे चार अंतराळवीरांसह ड्रॅगन ग्रेस या यानाने अंतराळाकडे झेपावले व आंतरराष्ट्रीय अंतराळ केंद्रावर पोहोचले.,अॅक्सिओम४ मिशनअंतर्गत स्पेसएक्स व अमेरिकन अंतराळ संशोधन संस्था नासा यांच्या सहकार्याने २५ जून २०२५ रोजी भारतीय वायुदलाचे ग्रुप कॅप्टन शुभांशू शुक्ला हे चार अंतराळवीरांसह ड्रॅगन ग्रेस या यानाने अंतराळाकडे झेपावले व आंतरराष्ट्रीय अंतराळ केंद्रावर पोहोचले .,NN NN NN CC JJ NN NN NN NN PRP ADV NUM NN NUM NN JJ NN NN NN NNP NNP DEM NUM NN NN NNP DEM INST NN VB CC JJ NN NN VB PUNCT
४१ वर्षांपूर्वी राकेश शर्मा हे अंतराळात गेले होते.,४१ वर्षांपूर्वी राकेश शर्मा हे अंतराळात गेले होते .,NUM NN NNP NNP DEM NN VB VAUX PUNCT
त्यानंतर शुभांशू हे दुसरे भारतीय.,त्यानंतर शुभांशू हे दुसरे भारतीय .,ADV NNP DEM ADJ JJ PUNCT
"मात्र, अंतराळ संशोधन केंद्रावर जाऊन तेथे प्रयोग करणारे ते पहिलेच भारतीय.","मात्र , अंतराळ संशोधन केंद्रावर जाऊन तेथे प्रयोग करणारे ते पहिलेच भारतीय .", অব্যয় PUNCT NN NN NN VBN ADV NN VRB DEM ADJ JJ PUNCT
२० दिवसांच्या या प्रवासात शुभांशू १८ दिवस व काही तास केंद्रावर राहिले.,२० दिवसांच्या या प्रवासात शुभांशू १८ दिवस व काही तास केंद्रावर राहिले .,NUM NN DEM NN NNP NUM NN CC QF NN NN VBI PUNCT
त्यांनी पृथ्वीभोवती ३२० परिक्रमा करीत ६० लाख मैलांचे अंतर कापले.,त्यांनी पृथ्वीभोवती ३२० परिक्रमा करीत ६० लाख मैलांचे अंतर कापले .,PRP NN NUM NN VRB NUM NUM NN NN VRB PUNCT
"या काळात त्यांनीइस्रोआणि नासा यांच्या करारानुसार ६० विविध प्रयोग केले, जे पुढच्या भारतीय मोहिमांसाठी महत्त्वाचे आहेत.","या काळात त्यांनी इस्रो आणि नासा यांच्या करारानुसार ६० विविध प्रयोग केले , जे पुढच्या भारतीय मोहिमांसाठी महत्त्वाचे आहेत .",DEM NN PRP NN CC NN GEN NN NUM ADJ NN VB PUNCT PRON ADJ ADJ NN ADJ VB PUNCT
शुभांशू यांचा अंतराळ प्रवास ही भारतीय अंतराळ संशोधनाची सुरुवात आहे.,शुभांशू यांचा अंतराळ प्रवास ही भारतीय अंतराळ संशोधनाची सुरुवात आहे .,NNP GEN NN NN DEM JJ NN NN NN AUX PUNCT
"कारण, यानंतरच्या अनेक मोहिमा शुभांशू यांच्या अनुभवावर आधारित असतील.","कारण , यानंतरच्या अनेक मोहिमा शुभांशू यांच्या अनुभवावर आधारित असतील .", অব্যয় PUNCT ADJ ADJ NN NNP GEN NN ADJ VB PUNCT
त्यातील पुढचीच महत्त्वाकांक्षी मोहीम म्हणजे २०२७ साली होत असलेली गगनयान ही मोहीम होय.,त्यातील पुढचीच महत्त्वाकांक्षी मोहीम म्हणजे २०२७ साली होत असलेली गगनयान ही मोहीम होय .,PRP ADJ ADJ NN CC NN NN VRB ADJ NN DEM NN VRB PUNCT
यापूर्वी राकेश शर्मा यांनी रशियन संस्थेच्या मदतीने अंतराळ गाठले व आता शुभांशू शुक्ला यांनी नासाच्या सहकार्याने अंतराळ सफर केली.,यापूर्वी राकेश शर्मा यांनी रशियन संस्थेच्या मदतीने अंतराळ गाठले व आता शुभांशू शुक्ला यांनी नासाच्या सहकार्याने अंतराळ सफर केली .,ADV NNP NNP PRP ADJ NN NN NN VB CC ADV NNP NNP PRP NN NN NN NN VB PUNCT
"मात्र, यापुढची गगनयान मोहीम भारतीय अंतराळ संशोधन संस्थाइस्रोराबविणार आहे.","मात्र , यापुढची गगनयान मोहीम भारतीय अंतराळ संशोधन संस्थाइस्रोराबविणार आहे .", অব্যয় PUNCT ADJ NN NN ADJ NN NN NN AUX PUNCT
यामध्ये तीन अंतराळवीर भारतीय बनावटीच्या स्वदेशी यानामध्ये गगनभरारी घेतील.,यामध्ये तीन अंतराळवीर भारतीय बनावटीच्या स्वदेशी यानामध्ये गगनभरारी घेतील .,DEM NUM NN JJ JJ JJ NN NN VRB PUNCT
याची पूर्वतयारी म्हणून शुभांशू यांना अंतराळ केंद्रावर धाडले होते.,याची पूर्वतयारी म्हणून शुभांशू यांना अंतराळ केंद्रावर धाडले होते .,PRON NN ADV NNP PRON NN NN VB AUX PUNCT
"अंतराळात गुरुत्वाकर्षण शक्ती राहत नाही.या स्थितीत मानवावर होणारे परिणाम, तेथे वनस्पती उगवू शकतो काय, अतिसूक्ष्म जीव, मानव उपयोगी बॅक्टेरियांची वाढ कशी करता येईल, या सर्व गोष्टींवर गुरुत्वाकर्षण नसण्याचा (मायक्रो किंवा झिरो ग्रॅव्हिटी) काय प्रभाव पडेल, या जैविक प्रयोगांचा या मोहिमेत समावेश होता.","अंतराळात गुरुत्वाकर्षण शक्ती राहत नाही . या स्थितीत मानवावर होणारे परिणाम , तेथे वनस्पती उगवू शकतो काय , अतिसूक्ष्म जीव , मानव उपयोगी बॅक्टेरियांची वाढ कशी करता येईल , या सर्व गोष्टींवर गुरुत्वाकर्षण नसण्याचा ( मायक्रो किंवा झिरो ग्रॅव्हिटी ) काय प्रभाव पडेल , या जैविक प्रयोगांचा या मोहिमेत समावेश होता .",NN NN NN VB NEG PUNCT DEM NN NN ADJ NN PUNCT ADV NN VB AUX INTF PUNCT ADJ NN PUNCT NN ADJ NN NN ADV VB AUX PUNCT DEM DET NN NN NN PUNCT NN CONJ NN NN PUNCT INTF NN VB PUNCT DEM ADJ NN DEM NN NN AUX PUNCT
गगनयानची लिटमस टेस्टगगनयान मोहिमेद्वारे भारतीय माणसे स्वत:च्या ताकदीने अंतराळात जातील.,गगनयानची लिटमस टेस्टगगनयान मोहिमेद्वारे भारतीय माणसे स्वत: च्या ताकदीने अंतराळात जातील .,NN NN NN NN JJ NN PRF PP ADV NN VRB PUNCT
तेथे प्रयोग करणार आहेत.,तेथे प्रयोग करणार आहेत .,DEM NN VRB AUX PUNCT
ही अभिमानाची गोष्ट ठरेल.,ही अभिमानाची गोष्ट ठरेल .,DEM NN NN VB PUNCT
"यानंतर भारताचे स्वत:चे अंतराळ संशोधन केंद्र अवकाशात स्थापन करायचे आहे, जे इस्रोचे भविष्यातील लक्ष्य आहे.","यानंतर भारताचे स्वतःचे अंतराळ संशोधन केंद्र अवकाशात स्थापन करायचे आहे , जे इस्रोचे भविष्यातील लक्ष्य आहे .",ADV NN PR NN NN NN NN VB VB AUX PUNCT PR NN JJ NN AUX PUNCT
याद्वारे भारतीय तंत्रज्ञानाची ताकद जगाला दिसेल.,याद्वारे भारतीय तंत्रज्ञानाची ताकद जगाला दिसेल .,ADV JJ NN NN NN VB PUNCT
मला कधी बोलू दिले जात नाही.,मला कधी बोलू दिले जात नाही .,PRP ADV VB VBI VAUX NEG PUNCT
